,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
2770,2/1/2020,HI,Circulatory diseases,Cardiac arrest,I46,35-44,0.0,0.0,some
2773,2/1/2020,HI,Circulatory diseases,Cardiac arrest,I46,65-74,12.0,12.0,some
2776,2/1/2020,HI,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
2777,2/1/2020,HI,Circulatory diseases,Cardiac arrest,I46,All Ages,37.0,37.0,some
2778,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
2779,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,some
2780,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0.0,0.0,some
2781,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,0.0,0.0,some
2786,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
2787,2/1/2020,HI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,14.0,15.0,some
2788,2/1/2020,HI,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
2789,2/1/2020,HI,Circulatory diseases,Heart failure,I50,25-34,0.0,0.0,some
2796,2/1/2020,HI,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
2797,2/1/2020,HI,Circulatory diseases,Heart failure,I50,All Ages,24.0,24.0,some
2798,2/1/2020,HI,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
2799,2/1/2020,HI,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,some
2800,2/1/2020,HI,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0,0.0,some
2806,2/1/2020,HI,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
2807,2/1/2020,HI,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,12.0,14.0,some
2808,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,0.0,some
2809,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0.0,0.0,some
2810,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0.0,0.0,some
2813,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,10.0,11.0,some
2816,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
2817,2/1/2020,HI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,23.0,27.0,some
2818,2/1/2020,HI,Sepsis,Sepsis,A40-A41,0-24,0.0,0.0,some
2819,2/1/2020,HI,Sepsis,Sepsis,A40-A41,25-34,0.0,0.0,some
2820,2/1/2020,HI,Sepsis,Sepsis,A40-A41,35-44,0.0,0.0,some
2822,2/1/2020,HI,Sepsis,Sepsis,A40-A41,55-64,11.0,11.0,some
2823,2/1/2020,HI,Sepsis,Sepsis,A40-A41,65-74,14.0,14.0,some
2826,2/1/2020,HI,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
2827,2/1/2020,HI,Sepsis,Sepsis,A40-A41,All Ages,40.0,40.0,some
2828,2/1/2020,HI,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
2836,2/1/2020,HI,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
2837,2/1/2020,HI,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,15.0,18.0,some
2838,2/1/2020,HI,Diabetes,Diabetes,E10-E14,0-24,0.0,0.0,some
2839,2/1/2020,HI,Diabetes,Diabetes,E10-E14,25-34,0.0,0.0,some
2842,2/1/2020,HI,Diabetes,Diabetes,E10-E14,55-64,15.0,15.0,some
2843,2/1/2020,HI,Diabetes,Diabetes,E10-E14,65-74,13.0,13.0,some
2846,2/1/2020,HI,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
2847,2/1/2020,HI,Diabetes,Diabetes,E10-E14,All Ages,52.0,52.0,some
2849,2/1/2020,HI,Obesity,Obesity,E65-E68,25-34,0.0,0.0,some
2855,2/1/2020,HI,Obesity,Obesity,E65-E68,85+,0.0,0.0,some
2856,2/1/2020,HI,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
2857,2/1/2020,HI,Obesity,Obesity,E65-E68,All Ages,12.0,12.0,some
2858,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
2859,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
2860,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
2861,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
2862,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,55-64,0.0,0.0,some
2863,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,65-74,0.0,0.0,some
2864,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,75-84,0.0,0.0,some
2866,2/1/2020,HI,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
2868,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
2869,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
2870,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,some
2871,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,some
2872,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0.0,0.0,some
2873,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,0.0,0.0,some
2875,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,14.0,14.0,some
2876,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
2877,2/1/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,22.0,22.0,some
2878,2/1/2020,HI,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,some
2879,2/1/2020,HI,Renal failure,Renal failure,N17-N19,25-34,0.0,0.0,some
2880,2/1/2020,HI,Renal failure,Renal failure,N17-N19,35-44,0.0,0.0,some
2883,2/1/2020,HI,Renal failure,Renal failure,N17-N19,65-74,13.0,13.0,some
2885,2/1/2020,HI,Renal failure,Renal failure,N17-N19,85+,10.0,11.0,some
2886,2/1/2020,HI,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
2887,2/1/2020,HI,Renal failure,Renal failure,N17-N19,All Ages,41.0,43.0,some
2888,2/1/2020,HI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,0.0,some
2890,2/1/2020,HI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0.0,0.0,some
2891,2/1/2020,HI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0.0,0.0,some
2896,2/1/2020,HI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
2897,2/1/2020,HI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,11.0,19.0,some
2898,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0.0,0.0,some
2902,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,16.0,22.0,some
2903,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,37.0,57.0,some
2904,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,17.0,26.0,some
2905,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,25.0,34.0,some
2906,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
2907,2/1/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,104.0,155.0,some
2911,2/1/2020,HI,COVID-19,COVID-19,U071,45-54,19.0,19.0,some
2912,2/1/2020,HI,COVID-19,COVID-19,U071,55-64,52.0,52.0,some
2913,2/1/2020,HI,COVID-19,COVID-19,U071,65-74,77.0,77.0,some
2914,2/1/2020,HI,COVID-19,COVID-19,U071,75-84,72.0,72.0,some
2915,2/1/2020,HI,COVID-19,COVID-19,U071,85+,94.0,94.0,some
2916,2/1/2020,HI,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
2917,2/1/2020,HI,COVID-19,COVID-19,U071,All Ages,325.0,325.0,some
2918,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,0.0,some
2921,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,14.0,14.0,some
2922,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,31.0,33.0,some
2923,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,94.0,99.0,some
2924,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,112.0,114.0,some
2925,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,127.0,128.0,some
2926,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
2927,2/1/2020,ID,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,383.0,393.0,some
2928,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
2929,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,0.0,some
2933,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,28.0,28.0,some
2934,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,48.0,52.0,some
2935,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,50.0,50.0,some
2936,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
2937,2/1/2020,ID,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,135.0,139.0,some
2938,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,0.0,some
2939,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0.0,0.0,some
2942,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,12.0,12.0,some
2943,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,35.0,35.0,some
2944,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,42.0,42.0,some
2945,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,13.0,13.0,some
2946,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
2947,2/1/2020,ID,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,108.0,108.0,some
2948,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,0-24,0.0,0.0,some
2949,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,25-34,0.0,0.0,some
2952,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,55-64,35.0,35.0,some
2953,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,65-74,90.0,92.0,some
2954,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,75-84,144.0,158.0,some
2955,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,85+,150.0,153.0,some
2956,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
2957,2/1/2020,ID,Respiratory diseases,Respiratory failure,J96,All Ages,425.0,445.0,some
2958,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
2959,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,some
2960,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,0.0,some
2962,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,55-64,0.0,0.0,some
2966,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
2967,2/1/2020,ID,Respiratory diseases,Respiratory arrest,R09.2,All Ages,20.0,20.0,some
2968,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
2969,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,0.0,some
2970,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0.0,0.0,some
2974,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,17.0,17.0,some
2975,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,14.0,14.0,some
2976,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
2977,2/1/2020,ID,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,46.0,46.0,some
2978,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
2979,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0.0,0.0,some
2983,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,40.0,41.0,some
2984,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,53.0,54.0,some
2985,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,85+,72.0,72.0,some
2986,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
2987,2/1/2020,ID,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,181.0,183.0,some
2988,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
2989,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
2993,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,17.0,17.0,some
2994,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,39.0,43.0,some
2995,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,85+,34.0,37.0,some
2996,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
2997,2/1/2020,ID,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,99.0,108.0,some
2999,2/1/2020,ID,Circulatory diseases,Cardiac arrest,I46,25-34,0.0,0.0,some
3003,2/1/2020,ID,Circulatory diseases,Cardiac arrest,I46,65-74,11.0,11.0,some
3005,2/1/2020,ID,Circulatory diseases,Cardiac arrest,I46,85+,10.0,10.0,some
3006,2/1/2020,ID,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
3007,2/1/2020,ID,Circulatory diseases,Cardiac arrest,I46,All Ages,40.0,40.0,some
3008,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
3009,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,some
3013,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,11.0,11.0,some
3014,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,27.0,30.0,some
3015,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,31.0,33.0,some
3016,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
3017,2/1/2020,ID,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,76.0,81.0,some
3018,2/1/2020,ID,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
3019,2/1/2020,ID,Circulatory diseases,Heart failure,I50,25-34,0.0,0.0,some
3020,2/1/2020,ID,Circulatory diseases,Heart failure,I50,35-44,0.0,0.0,some
3023,2/1/2020,ID,Circulatory diseases,Heart failure,I50,65-74,17.0,17.0,some
3024,2/1/2020,ID,Circulatory diseases,Heart failure,I50,75-84,31.0,31.0,some
3025,2/1/2020,ID,Circulatory diseases,Heart failure,I50,85+,56.0,56.0,some
3026,2/1/2020,ID,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
3027,2/1/2020,ID,Circulatory diseases,Heart failure,I50,All Ages,107.0,107.0,some
3028,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
3029,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,some
3030,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0,0.0,some
3033,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,15.0,16.0,some
3034,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,23.0,23.0,some
3035,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,25.0,27.0,some
3036,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
3037,2/1/2020,ID,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,70.0,73.0,some
3038,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,0.0,some
3039,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0.0,0.0,some
3043,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,14.0,15.0,some
3044,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,25.0,28.0,some
3045,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,22.0,22.0,some
3046,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
3047,2/1/2020,ID,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,69.0,73.0,some
3048,2/1/2020,ID,Sepsis,Sepsis,A40-A41,0-24,0.0,0.0,some
3052,2/1/2020,ID,Sepsis,Sepsis,A40-A41,55-64,12.0,12.0,some
3053,2/1/2020,ID,Sepsis,Sepsis,A40-A41,65-74,22.0,22.0,some
3054,2/1/2020,ID,Sepsis,Sepsis,A40-A41,75-84,15.0,15.0,some
3055,2/1/2020,ID,Sepsis,Sepsis,A40-A41,85+,14.0,14.0,some
3056,2/1/2020,ID,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
3057,2/1/2020,ID,Sepsis,Sepsis,A40-A41,All Ages,72.0,72.0,some
3058,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
3059,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,0.0,some
3060,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0.0,0.0,some
3063,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,13.0,15.0,some
3064,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,25.0,26.0,some
3065,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,21.0,25.0,some
3066,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
3067,2/1/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,67.0,79.0,some
3068,2/1/2020,ID,Diabetes,Diabetes,E10-E14,0-24,0.0,0.0,some
3069,2/1/2020,ID,Diabetes,Diabetes,E10-E14,25-34,0.0,0.0,some
3072,2/1/2020,ID,Diabetes,Diabetes,E10-E14,55-64,17.0,17.0,some
3073,2/1/2020,ID,Diabetes,Diabetes,E10-E14,65-74,36.0,36.0,some
3074,2/1/2020,ID,Diabetes,Diabetes,E10-E14,75-84,46.0,46.0,some
3075,2/1/2020,ID,Diabetes,Diabetes,E10-E14,85+,50.0,50.0,some
3076,2/1/2020,ID,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
3077,2/1/2020,ID,Diabetes,Diabetes,E10-E14,All Ages,161.0,161.0,some
3078,2/1/2020,ID,Obesity,Obesity,E65-E68,0-24,0.0,0.0,some
3082,2/1/2020,ID,Obesity,Obesity,E65-E68,55-64,11.0,11.0,some
3083,2/1/2020,ID,Obesity,Obesity,E65-E68,65-74,21.0,21.0,some
3084,2/1/2020,ID,Obesity,Obesity,E65-E68,75-84,11.0,12.0,some
